,Endereco,LATITUDE,LONGITUDE
15047,"rua dez. westphalen, REBOUÇAS, Curitiba",-25.4462852,-49.26656550000001
15048,"rua rene descartes, BARREIRINHA, Curitiba",-25.3696392,-49.2670999
15049,"rua maria lucia rocha de ataide, CIDADE INDUSTRIAL, Curitiba",-25.4928822,-49.3528982
15050,"rua tocantins, CRISTO REI, Curitiba",-25.4318418,-49.2416586
15051,"rua madre leonie, TARUMÃ, Curitiba",-25.4285732,-49.2389242
15052,"rua dq. de caxias, SÃO FRANCISCO, Curitiba",-25.4236181,-49.2727964
15053,"rua josé bassa, BOQUEIRÃO, Curitiba",-25.5454647,-49.2580606
15054,"rua antonio rosenente neto, SITIO DAS PALMEIRAS, Curitiba",-25.3316499,-49.1292285
15055,"rua dr. manoel abilhoa, UMBARÁ, Curitiba",-25.5556509,-49.2839995
15056,"rua ivan chiamulera, UBERABA, Curitiba",-25.4982885,-49.2052421
15057,"rua maria lúcia locher de atahyde, SÃO MIGUEL, Curitiba",-25.4898532,-49.3540488
15058,"rua leão sounis, JARDIM BOTÂNICO, Curitiba",-25.4370912,-49.2513173
15059,"rua augusto dallegrave figueiredo, PINHEIRINHO, Curitiba",-25.5186051,-49.2711483
15060,"rua dep. pinheiro júnior, BOQUEIRÃO, Curitiba",-25.5599711,-49.2837695
15061,"rua rua, CENTRO, Curitiba",-25.4351674,-49.2754909
15062,"rua rua, ORLEANS, Curitiba",-25.4275112,-49.353525
15063,"rua rosa neumann, CAMPINA DO SIQUEIRA, Curitiba",-25.4321748,-49.31463000000001
15064,"rua comandante jose jeiss neto, TATUQUARA, Curitiba",-25.5612838,-49.3118278
15065,"rua nossa senhora da salete, CENTRO CÍVICO, Curitiba",-25.4149928,-49.2685798
15066,"rua cordilheira dos andes, CAJURU, Curitiba",-25.4626061,-49.2000269
15067,"rua nicolau elias abagge, ALTO BOQUEIRÃO, Curitiba",-25.5348318,-49.23080100000001
15068,"rua aluízio frança, SANTO INÁCIO, Curitiba",-25.4254907,-49.3063668
15069,"rua amaury lange silverio, SANTA FELICIDADE, Curitiba",-25.3902514,-49.2837433
15070,"rua ni, BOQUEIRÃO, Curitiba",-25.5030083,-49.2367172
15071,"rua antonio melillo, GUAÍRA, Curitiba",-25.4708927,-49.2623239
15072,"rua rua ludovico geronasso, BOA VISTA, Curitiba",-25.3853567,-49.2476789
15073,"rua alberto otto, SANTA CÂNDIDA, Curitiba",-25.3557135,-49.2488201
15074,"rua jornalista ferreira netto, GANCHINHO, Curitiba",-25.5489936,-49.2458824
15075,"rua leocadio robison lima damázio, ALTO BOQUEIRÃO, Curitiba",-25.5325073,-49.2427223
15076,"rua alipio teixeira de moraes, BARREIRINHA, Curitiba",-25.3646575,-49.2515219
15077,"rua armindo ribeiro duarte, CIDADE INDUSTRIAL, Curitiba",-25.5170897,-49.3175732
15078,"rua henry ford, PAROLIN, Curitiba",-25.4626549,-49.2661088
15079,"rua tenente ernani vidal, ALTO DA RUA XV, Curitiba",-25.4318961,-49.2558724
15080,"rua josé mário de oliveira, CENTRO, Curitiba",-25.4146306,-49.2290403
15081,"rua pe. germano mayer, CRISTO REI, Curitiba",-25.4312091,-49.2493393
15082,"rua irene dutka, PINHEIRINHO, Curitiba",-25.5210372,-49.2948384
15083,"rua prof. narciso mendes, XAXIM, Curitiba",-25.5035662,-49.2713153
15084,"rua eurico bittencourt, CIDADE INDUSTRIAL, Curitiba",-25.505881,-49.3258152
15085,"rua frei damião, UMBARÁ, Curitiba",-25.563813,-49.2828452
15086,"rua izabel casagrande lopes, BUTIATUVINHA, Curitiba",-25.3988055,-49.3451136
15087,"rua não identificada, ORLEANS, Curitiba",-25.4275112,-49.353525
15088,"rua francisco biscardi, NOVO MUNDO, Curitiba",-25.5042333,-49.30373470000001
15089,"rua ary de souza, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
15090,"rua manoel luiz de abreu, PORTÃO, Curitiba",-25.4808762,-49.3044253
15091,"rua nelson ferreira da luz, CIDADE INDUSTRIAL, Curitiba",-25.4591301,-49.325259
15092,"rua claudino abramo laidens, CIDADE INDUSTRIAL, Curitiba",-25.4596251,-49.3468908
15093,"rua profa. cecília iritani, SÃO MIGUEL, Curitiba",-25.5049441,-49.35433219999999
15094,"rua professora ivette fonseca de siqueira, BATEL, Curitiba",-25.4393634,-49.2874868
15095,"rua professor nivaldo maranhão faria, BAIRRO ALTO, Curitiba",-25.4094918,-49.2141989
15096,"rua são gabriel, CAMPO PEQUENO , Curitiba",-25.447771,-49.2279858
15097,"rua hélio cardoso veríssimo, UBERABA, Curitiba",-25.4952593,-49.22356660000001
15098,"rua xxxx, ORLEANS, Curitiba",-25.4808762,-49.3044253
15099,"rua ana (lili) zippin, CAJURU, Curitiba",-25.4660674,-49.1919312
15100,"rua estrada da ribeira, ATUBA, Curitiba",-25.0151985,-49.0788716
15101,"rua dr. sebastião farajala bacilo, CAJURU, Curitiba",-25.447875,-49.2195654
15102,"rua pr-092 - curitiba / rio branco do sul, ABRANCHES, Curitiba",-25.1918339,-49.3177077
15103,"rua domingas bianco stoco (dona minga), FANNY, Curitiba",44.457062,-77.272711
15104,"rua jóquei pinheiro filho, TARUMÃ, Curitiba",-22.7497183,-50.5792608
15105,"rua paula pedroso do amaral, BIGORRILHO, Curitiba",-25.4288123,-49.3008406
15106,"rua iguaçú, BATEL, Curitiba",-25.4471259,-49.2823466
15107,"rua capitao manoel pacheco da costa, SÃO LOURENÇO, Curitiba",-25.3948324,-49.2617818
15108,"rua jose ferreira dos santos, TARUMÃ, Curitiba",-22.7497183,-50.5792608
15109,"rua com. franco, PRADO VELHO, Curitiba",-25.4491406,-49.2461285
15110,"rua naimeh ayoub sarraf, SEMINÁRIO, Curitiba",-25.444225,-49.3158696
15111,"rua wiegando olsen, TATUQUARA, Curitiba",-25.5494679,-49.3259592
15112,"rua não, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
15113,"rua boa esperanca, ALTO BOQUEIRÃO, Curitiba",-25.5274721,-49.2558102
15114,"rua praça das américas, UBERABA, Curitiba",-25.4677351,-49.2274226
15115,"rua rua costa rica, BOA VISTA, Curitiba",-25.3973132,-49.23784819999999
15116,"rua r, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
15117,"rua linha verde/br116, PINHEIRINHO, Curitiba",-25.5253332,-49.2967947
15118,"rua viaduto do colorado, JARDIM BOTÂNICO, Curitiba",-25.4407362,-49.2555915
15119,"rua rodovia do xisto, NI, Curitiba",-25.4808762,-49.3044253
15120,"rua régis bittencourt, CAPÃO RASO, Curitiba",-25.506688,-49.2838687
15121,"rua dr. valério sobania, THOMAS COELHO, Curitiba",-25.5436266,-49.3693379
15122,"rua r, CENTRO, Curitiba",-25.4351674,-49.2754909
15123,"rua br 476 rodovia do xisto, NF, Curitiba",-25.7631786,-49.73725
15124,"rua monsenhor lamartine, JARDIM DAS AMÉRICAS, Curitiba",-25.4683742,-49.2247917
15125,"rua charles dickers, ABRANCHES, Curitiba",-25.3694452,-49.2687491
15126,"rua br116, PINHEIRINHO, Curitiba",-25.5253332,-49.2967947
15127,"rua atilio borio, HUGO LANGE, Curitiba",-25.4190217,-49.2515926
15128,"rua dra. ana maria mansur mader gisi, UMBARÁ, Curitiba",-25.550805,-49.2458243
15129,"rua leocadio robson damasio de lima, ALTO BOQUEIRÃO, Curitiba",-25.5325073,-49.2427223
15130,"rua isabel k gbur, SÃO BRAZ, Curitiba",-25.4189771,-49.34834739999999
15131,"rua desembargador westephalen, REBOUÇAS, Curitiba",-25.4462852,-49.26656550000001
15132,"rua do xisto/476, SÃO THOMAS, Curitiba",-20.798654,-47.0972424
15133,"rua edson queiroz, JARDIM INDUSTRIAL, Curitiba",-23.7132859,-46.5212218
15134,"rua rosália kubis weigert, ROÇA NEGRA, Curitiba",-25.4808762,-49.3044253
15135,"rua br-476, SÃO THOMAZ, Curitiba",-25.4974012,-49.2772539
15136,"rua hugo langue, HUGO LANGE, Curitiba",-25.4175886,-49.2454487
15137,"rua br 116, CAMPO DE SANTANA, Curitiba",-25.5954738,-49.3164357
15138,"rua ildefonso correia fontana, CIDADE INDUSTRIAL, Curitiba",-25.5079989,-49.32169160000001
15139,"rua carmem gorski, BOQUEIRÃO, Curitiba",-25.4915512,-49.2640251
15140,"rua alberto antônio pereira, NOVO MUNDO, Curitiba",-25.4847727,-49.3028843
15141,"rua cid gonçalves, CIDADE INDUSTRIAL, Curitiba",-25.4805028,-49.3362049
15142,"rua carmen gorski camargo, XAXIM, Curitiba",-25.4915512,-49.2640251
15143,"rua rodovia do xisto, TATUQUARA, Curitiba",-25.550611,-49.3286828
15144,"rua leia moreira de souza moura, CIDADE INDUSTRIAL, Curitiba",-25.5111147,-49.32572
15145,"rua santa rizetto lazari, SÍTIO CERCADO, Curitiba",-25.5513554,-49.2510103
15146,"rua lea moreira de souza mouro, CIDADE INDUSTRIAL, Curitiba",-25.5111147,-49.32572
15147,"rua rua carlos klen, FAZENDINHA, Curitiba",-25.4780946,-49.325892
15148,"rua av. republica argentina, ÁGUA VERDE, Curitiba",-25.4598066,-49.2893373
15149,"rua cic, AUGUSTA, Curitiba",-25.4540152,-49.37842510000001
15150,"rua getulio vargas, ÁGUA VERDE, Curitiba",-25.4491228,-49.2827968
15151,"rua armindo ribeiro duarte, PINHEIRINHO, Curitiba",-25.5170897,-49.3175732
15152,"rua joseph smith, PORTÃO, Curitiba",-25.4749155,-49.2888345
15153,"rua av. jucelino kubicheqe, CIDADE INDUSTRIAL, Curitiba",-25.4506781,-49.355733
15154,"rua gelson pilati, SÍTIO CERCADO, Curitiba",-25.543258,-49.2894777
15155,"rua casemiro jose marques de abreu, AHÚ, Curitiba",-25.3976248,-49.2660357
15156,"rua antonio rodrigues, CAMPINA DO SIQUEIRA, Curitiba",-25.4433433,-49.30842
15157,"rua toaldo tulio, SANTA FELICIDADE, Curitiba",-25.4074342,-49.3380522
15158,"rua anna pietrobelli iensen, CAJURU, Curitiba",-25.4901566,-49.1998906
15159,"rua terminal do cic, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
15160,"rua terminal sitio cercado, SÍTIO CERCADO, Curitiba",-25.5344369,-49.26827309999999
15161,"rua governador ney braga, GUAÍRA, Curitiba",10.6024787,-66.9313444
15162,"rua jose carlos de souza, TATUQUARA, Curitiba",-25.591865,-49.32399119999999
15163,"rua av, winston churchill, PINHEIRINHO, Curitiba",-25.51383,-49.2955154
15164,"rua professora ernestina alves de almeida, BOQUEIRÃO, Curitiba",-25.5027748,-49.254351
15165,"rua ni, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
15166,"rua waldemar loureiro campos, ALTO BOQUEIRÃO, Curitiba",-25.5072687,-49.24719349999999
15167,"rua avenida governador josé richa, PINHEIRINHO, Curitiba",-25.514252,-49.2904382
15168,"rua margarida ângela zardo miranda, SANTA FELICIDADE, Curitiba",-25.4068895,-49.3355061
15169,"rua engenheiro joao kloss, TATUQUARA, Curitiba",-25.5715392,-49.3320062
15170,"rua edmundo hruschka, SÃO MIGUEL, Curitiba",-25.5067437,-49.3545263
15171,"rua valdomiro augusto teixeira de freitas, TATUQUARA, Curitiba",-25.5581297,-49.3187076
15172,"rua tangua, TABOÃO, Curitiba",-25.3790661,-49.2824233
15173,"rua maria dos anjos bertoldi, TATUQUARA, Curitiba",-25.4513236,-49.2759043
15174,"rua rua espirito santo, UBERABA, Curitiba",-19.1834229,-40.3088626
15175,"rua araci de carvalho guimaraes da rosa, CIDADE INDUSTRIAL, Curitiba",-25.5145441,-49.33488819999999
15176,"rua do comercio, TATUQUARA, Curitiba",-25.5647384,-49.3282697
15177,"rua barigui, MOSSUNGUÊ, Curitiba",-25.4351591,-49.3165079
15178,"rua luiz maltaca, AUGUSTA, Curitiba",-25.4904812,-49.3557542
15179,"rua wilson lois koehler junior, HAUER, Curitiba",-25.4872733,-49.2655042
15180,"rua leonel frança, HAUER, Curitiba",-25.4843507,-49.2665487
15181,"rua arnoldo wolff, ATUBA, Curitiba",-25.3758218,-49.2114172
15182,"rua rua ernesto germano francisco hanneman, TATUQUARA, Curitiba",-25.559559,-49.3314283
15183,"rua pedr ivo, CENTRO, Curitiba",-25.43322,-49.2687126
15184,"rua praca tiradentes, CENTRO, Curitiba",-25.4297003,-49.2714254
15185,"rua pedro viriato de souza, CIDADE INDUSTRIAL, Curitiba",-25.4372573,-49.3349692
15186,"rua avicena, BOA VISTA, Curitiba",-25.367013,-49.2111976
15187,"rua rua dr murici, CENTRO, Curitiba",-25.432445,-49.2722218
15188,"rua josé kulik, PORTÃO, Curitiba",-25.4657121,-49.3059185
15189,"rua francisco pilatti, TABOÃO, Curitiba",-25.3795103,-49.2899862
15190,"rua joão nadvorny, CAMPINA DO SIQUEIRA, Curitiba",-25.4375125,-49.30605809999999
15191,"rua saul piccoli, ATUBA, Curitiba",-25.3901237,-49.2091052
15192,"rua joanita luiza zaninelli pereira, BOQUEIRÃO, Curitiba",-25.4851355,-49.2056682
15193,"rua maria grodz, CAMPINA DO SIQUEIRA, Curitiba",-25.4409767,-49.3001316
15194,"rua aurora silva cury, SÍTIO CERCADO, Curitiba",-25.5339227,-49.2770216
15195,"rua elysio simões, CIDADE INDUSTRIAL, Curitiba",-25.4957869,-49.3127553
15196,"rua ulisses aurélio visinoni, SÃO MIGUEL, Curitiba",-25.4898739,-49.3623288
15197,"rua ernesto hanneman, TATUQUARA, Curitiba",-25.55948,-49.3314572
15198,"rua aurora fanini stedile, TATUQUARA, Curitiba",-25.5892743,-49.3202384
15199,"rua orlando luís lamarca, CIDADE INDUSTRIAL, Curitiba",-25.5060611,-49.3238034
15200,"rua kalil antonio farran, VISTA ALEGRE, Curitiba",-25.4052844,-49.2926922
15201,"rua parque histórico da vilinha, BAIRRO ALTO, Curitiba",-25.415161,-49.196901
15202,"rua erni ebio de oliveira rosa-campinho, TATUQUARA, Curitiba",-25.5550656,-49.3340674
15203,"rua boqueirão, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
15204,"rua dirceu machado, CAMPO DE SANTANA, Curitiba",-25.6143022,-49.3235412
15205,"rua raul ferreira leite, GUABIROTUBA, Curitiba",-25.466894,-49.2355515
15206,"rua praça zumbi dos palmares, PINHEIRINHO, Curitiba",-25.5070474,-49.2922086
15207,"rua jose carlos souza, TATUQUARA, Curitiba",-25.591865,-49.32399119999999
15208,"rua al. dom pedro ii, BATEL, Curitiba",-25.4393611,-49.2853431
15209,"rua não informado, FAZENDINHA, Curitiba",-25.4808762,-49.3044253
15210,"rua arino buchmann, XAXIM, Curitiba",-25.5043983,-49.2604692
15211,"rua getúlio vargas, PINHAIS, Curitiba",-25.4271875,-49.1570176
15212,"rua pedro kosloski, UMBARÁ, Curitiba",-25.5568593,-49.2856037
15213,"rua dirceu machado, CAXIMBA, Curitiba",-25.6143022,-49.3235412
15214,"rua burle marx, SANTO INÁCIO, Curitiba",-25.4235826,-49.3095347
15215,"rua vitorino antonio boff, SÍTIO CERCADO, Curitiba",-25.5300041,-49.25954710000001
15216,"rua doutor alfredo vieira barcelos, JARDIM DAS AMÉRICAS, Curitiba",-25.4707132,-49.230385
15217,"rua plácida thomazi zanoto, PRADO VELHO, Curitiba",-25.4481063,-49.247421
15218,"rua ruy neves ribas, CAMPINA DO SIQUEIRA, Curitiba",-25.438672,-49.3073614
15219,"rua joão batista meneguette, ABRANCHES, Curitiba",-25.3547256,-49.274128
15220,"rua brasílio itiberê, CAJURU, Curitiba",-25.4456992,-49.2654451
15221,"rua pintor ricardo krieger, BACACHERI, Curitiba",-25.3815507,-49.2063815
15222,"rua praça anibal cury, TATUQUARA, Curitiba",-25.5647384,-49.3282697
15223,"rua clara zetkin, CENTRO, Curitiba",-25.3960701,-49.3584051
15224,"rua artur elias da luz, CAJURU, Curitiba",-25.4706334,-49.1911065
15225,"rua não informado, ÁGUA VERDE, Curitiba",-25.4530706,-49.2779229
15226,"rua taciana marczak, CIDADE INDUSTRIAL, Curitiba",-25.5171317,-49.3290981
15227,"rua anna pietrobelli iensen, UBERABA, Curitiba",-25.4901566,-49.1998906
15228,"rua marcolina caetana chaves, CENTRO, Curitiba",-25.5441625,-49.2631144
15229,"rua leony veiga, PINHEIRINHO, Curitiba",-25.5271751,-49.2942359
15230,"rua benjamin mion, SANTA FELICIDADE, Curitiba",-25.3769921,-49.326248
15231,"rua vereador dorgelo biazetto, AHÚ, Curitiba",-25.4808762,-49.3044253
15232,"rua maestro angelo antonello, JARDIM DAS AMÉRICAS, Curitiba",-25.457305,-49.2240465
15233,"rua arnaldo francisco scremin, ATUBA, Curitiba",-25.3873726,-49.2114935
15234,"rua manoel ferreira, CAMPO DE SANTANA, Curitiba",-25.5862803,-49.319963
15235,"rua sargento walter kotelak, XAXIM, Curitiba",-25.5102461,-49.2722563
15236,"rua praça jardim esmeralda, BOQUEIRÃO, Curitiba",-25.5093895,-49.2698863
15237,"rua sady silva, CIDADE INDUSTRIAL, Curitiba",-25.5154787,-49.3332197
15238,"rua francisco beralde pauline, TATUQUARA, Curitiba",-25.5647384,-49.3282697
15239,"rua hermenegildo ormeneze, ALTO BOQUEIRÃO, Curitiba",-25.5296159,-49.2313209
15240,"rua padre dario zampiero, PORTÃO, Curitiba",-25.4704677,-49.3080191
15241,"rua agostinho dionisio pellanda, CACHOEIRA, Curitiba",-25.3517034,-49.255343
15242,"rua adevina rodrigues raquena, SÃO BRAZ, Curitiba",-25.4131003,-49.3546073
15243,"rua dante gasparin, NOVO MUNDO, Curitiba",-25.4555476,-49.288355
15244,"rua josé todeschini, JARDIM DAS AMÉRICAS, Curitiba",-25.4544619,-49.2408338
15245,"rua padre germano mayer, BOA VISTA, Curitiba",-25.4251595,-49.2487406
15246,"rua arthur rodrigues tramujas neto, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
15247,"rua james portugal de macedo, BRAGA, Curitiba",-25.5625995,-49.2049493
15248,"rua br-476, PORTÃO, Curitiba",-25.4974012,-49.2772539
15249,"rua dr. goulin, ALTO DA GLÓRIA, Curitiba",-25.4184416,-49.2577185
15250,"rua engenheiro antonio batista ribas, CAPÃO DA IMBUIA, Curitiba",-25.4318827,-49.2238641
15251,"rua régis bittencourt, ALTO BOQUEIRÃO, Curitiba",-25.5003353,-49.279025
15252,"rua sargento lauro pinto de oliveira, SÃO BRAZ, Curitiba",-25.4228145,-49.34408939999999
15253,"rua franklin soares gomes, GUABIROTUBA, Curitiba",-25.4704284,-49.2337862
15254,"rua antonio carlos da silva, PINHEIRINHO, Curitiba",-25.524432,-49.2821146
15255,"rua arapongas, NI, Curitiba",-25.5415006,-49.28587419999999
15256,"rua lysimaco ferreira da costa, CENTRO, Curitiba",-25.41715,-49.27058299999999
15257,"rua cap. leônidas marques, CAJURU, Curitiba",-25.4832871,-49.2136317
15258,"rua engenheiro durval eduardo p de carvalho, SANTA FELICIDADE, Curitiba",-25.395644,-49.3439856
15259,"rua engenheiro rebouças, CENTRO, Curitiba",-25.4808762,-49.3044253
15260,"rua engenheiro farid surugi, CAJURU, Curitiba",-25.4317515,-49.2216605
15261,"rua professor joão de freitas, BOQUEIRÃO, Curitiba",-25.5006282,-49.2510932
15262,"rua roberto faria, BOQUEIRÃO, Curitiba",-25.4738183,-49.2613582
15263,"rua joao ezidio ongaro, CAJURU, Curitiba",-25.4716473,-49.1894753
15264,"rua moyses guelmann, NOVO MUNDO, Curitiba",-25.4832803,-49.2968181
15265,"rua jardim esmeralda, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
15266,"rua rosa dalarmi, CAMPO COMPRIDO, Curitiba",-25.4443273,-49.3458028
15267,"rua barigui, CAMPINA DO SIQUEIRA, Curitiba",-25.438672,-49.3073614
15268,"rua jose muggiati filho, CAJURU, Curitiba",-25.4601547,-49.2132111
15269,"rua amurity rodrigues, UBERABA, Curitiba",-19.7473668,-47.93915399999999
15270,"rua antonio rebelato, XAXIM, Curitiba",-25.4939254,-49.2707698
15271,"rua joão carlos de oliveira, CAMPO DE SANTANA, Curitiba",-25.5944919,-49.33109409999999
15272,"rua luiz manzochi, CASCATINHA, Curitiba",-25.4220981,-49.3022011
15273,"rua rio do sul, PORTÃO, Curitiba",-25.475413,-49.3384954
15274,"rua joão antunes, CIDADE INDUSTRIAL, Curitiba",-25.4643421,-49.343858
15275,"rua av marechal floriano peixoto, BOQUEIRÃO, Curitiba",-25.5057767,-49.2353257
15276,"rua dr. manoel linhares de lacerda, CAPÃO RASO, Curitiba",-25.4991013,-49.291912
15277,"rua bosque vista alegre, VISTA ALEGRE, Curitiba",-25.4105803,-49.2919987
15278,"rua giuseppe zanella, CIDADE INDUSTRIAL, Curitiba",-25.5007583,-49.3241168
15279,"rua km 6 bairro, rod. régis bittencourt, 5000, ALTO DA RUA XV, Curitiba",-25.4271538,-49.2488975
15280,"rua izair de anhaia, CAPÃO DA IMBUIA, Curitiba",-25.4369081,-49.20800879999999
15281,"rua mario wilson ribas, GUABIROTUBA, Curitiba",-25.4749988,-49.2406728
15282,"rua antonio dias barbosa, UBERABA, Curitiba",-25.4979492,-49.2075691
15283,"rua jacob bertinato, CRISTO REI, Curitiba",-25.4310058,-49.2371096
15284,"rua waldemar loureiro campos, CAPÃO RASO, Curitiba",-25.5072687,-49.24719349999999
15285,"rua parque bacacheri, BACACHERI, Curitiba",-25.3910771,-49.23281009999999
15286,"rua luiz zilli, PORTÃO, Curitiba",-25.4552773,-49.3251108
15287,"rua padre antonio, BOQUEIRÃO, Curitiba",-25.4232972,-49.264737
15288,"rua haydée pereira do nascimento, PORTÃO, Curitiba",-25.4851566,-49.3071379
15289,"rua zires pereira ribas, ALTO BOQUEIRÃO, Curitiba",-25.539896,-49.2331014
15290,"rua ildefonso correia de serro azul, CRISTO REI, Curitiba",-25.43308,-49.2441663
15291,"rua viaduto do colorado, CENTRO, Curitiba",39.5500507,-105.7820674
15292,"rua olivio zagonel, SANTA QUITÉRIA, Curitiba",-25.4573425,-49.32145209999999
15293,"rua joão ferreira da rocha, PINHEIRINHO, Curitiba",-25.5352273,-49.2895378
15294,"rua sete de setembro, BOQUEIRÃO, Curitiba",-25.4401856,-49.273565
15295,"rua cecilia camparin de freitas, CIDADE INDUSTRIAL, Curitiba",-25.5063499,-49.33973950000001
15296,"rua 21 de julho, PILARZINHO, Curitiba",-25.3901133,-49.3002954
15297,"rua são marcelino champagnat, SANTO INÁCIO, Curitiba",-25.4808762,-49.3044253
15298,"rua pintassilgo, GRALHA AZUL, Curitiba",-25.6732664,-49.3005663
15299,"rua doutor theodoro bayma, BATEL, Curitiba",-25.4429635,-49.2889554
15300,"rua santa maria, MARACANÃ, Curitiba",-25.3651806,-49.1814124
15301,"rua josé ingenieros, VISTA ALEGRE, Curitiba",-25.4004218,-49.3017219
15302,"rua maestro francisco antonello, PORTÃO, Curitiba",-25.4832728,-49.2706791
15303,"rua acir matoso dos santos, PORTÃO, Curitiba",-25.4826508,-49.2993602
15305,"rua abrahão kalil fadel, SEMINÁRIO, Curitiba",-25.4465671,-49.3117117
15306,"rua travessa espirito santo, PILARZINHO, Curitiba",-19.1834229,-40.3088626
15307,"rua mário burigo, BIGORRILHO, Curitiba",-25.4347572,-49.3046424
15308,"rua praça general osório, CENTRO, Curitiba",-25.4326878,-49.2762228
15309,"rua erailto thiele, SÃO LOURENÇO, Curitiba",-25.3913782,-49.26743010000001
15310,"rua voluntários da patria, CENTRO, Curitiba",-25.4326404,-49.2748814
15311,"rua praça osorio, CENTRO, Curitiba",-25.4326878,-49.2762228
