,Endereco,LATITUDE,LONGITUDE
4139,"rua ulisses aurélio visinoni, CIDADE INDUSTRIAL, Curitiba",-25.4887754,-49.3649555
4140,"rua rua da liberdade, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
4141,"rua francisco ceccon, ALTO BOQUEIRÃO, Curitiba",-25.527381,-49.2470777
4142,"rua adalberto scherer, NOVO MUNDO, Curitiba",-25.4936682,-49.2798729
4143,"rua jesuino marcondes, CENTRO, Curitiba",-25.4349054,-49.2751317
4144,"rua dos editores, MERCÊS, Curitiba",-25.4292796,-49.2822024
4145,"rua roberto plonka, UMBARÁ, Curitiba",-25.5487352,-49.2689485
4146,"rua elizeu faria, XAXIM, Curitiba",-25.5050136,-49.257995
4147,"rua francisco de paula barbosa, CAMPO COMPRIDO, Curitiba",-25.4699757,-49.3239534
4148,"rua valentim goldi, SÍTIO CERCADO, Curitiba",-25.5443488,-49.26656209999999
4149,"rua euclides taborda ribas, CAJURU, Curitiba",-25.4729882,-49.2002692
4150,"rua da mina do ouro, SANTO INÁCIO, Curitiba",-25.4260639,-49.3386242
4151,"rua claudio todisco, XAXIM, Curitiba",-25.5147325,-49.2790719
4152,"rua professor fernando moreira, BIGORRILHO, Curitiba",-25.4292811,-49.2859536
4153,"rua sapoti, UBERABA, Curitiba",-25.4817373,-49.20890199999999
4154,"rua rua beija flor, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
4155,"rua otto willi michaelis, BUTIATUVINHA, Curitiba",-25.4105007,-49.36438279999999
4156,"rua nova fátima, XAXIM, Curitiba",-25.5168422,-49.2738124
4157,"rua joão locke, PILARZINHO, Curitiba",-25.3886807,-49.2862838
4158,"rua joão ponciano borges, CAPÃO DA IMBUIA, Curitiba",-25.4397204,-49.2105121
4159,"rua sander roberto da cunha, PINHEIRINHO, Curitiba",-25.5115258,-49.291917
4160,"rua josé altair possebom, CIDADE INDUSTRIAL, Curitiba",-25.471601,-49.3484176
4161,"rua maria helena brandão, CIDADE INDUSTRIAL, Curitiba",-25.463582,-49.3632689
4162,"rua canal belém, ALTO BOQUEIRÃO, Curitiba",-25.4863286,-49.2337362
4163,"rua wilson bóia, GANCHINHO, Curitiba",-25.5604087,-49.25617949999999
4164,"rua rua doutor neide paula zanardini, CAMPO DE SANTANA, Curitiba",-25.5927951,-49.3278087
4165,"rua francisco jose bozza, TATUQUARA, Curitiba",-25.5593614,-49.3184432
4166,"rua cidade de maria helena, CIDADE INDUSTRIAL, Curitiba",-25.4839784,-49.3426765
4167,"rua joão schleder sobrinho, BOA VISTA, Curitiba",-25.3914536,-49.2509047
4168,"rua schiller, ALTO DA RUA XV, Curitiba",-25.4270105,-49.2501949
4169,"rua alvorada, UBERABA, Curitiba",-25.4776983,-49.2398774
4170,"rua pedro barichelo, ABRANCHES, Curitiba",-25.3715331,-49.2680514
4171,"rua alexandro glenski, GANCHINHO, Curitiba",-25.5631877,-49.2535193
4172,"rua luiza tortato, SÍTIO CERCADO, Curitiba",-25.5451095,-49.2777918
4173,"rua dimas de abreu, SÃO BRAZ, Curitiba",-25.4160006,-49.3601415
4174,"rua josé roberto wachelke, AUGUSTA, Curitiba",-25.4763359,-49.36072960000001
4175,"rua jose manoel seiler souza, ALTO BOQUEIRÃO, Curitiba",-25.3568257,-49.2762239
4176,"rua andré zanetti, PILARZINHO, Curitiba",-25.4124637,-49.2914533
4177,"rua francisca bertholli, CIDADE INDUSTRIAL, Curitiba",-25.5040295,-49.3297882
4178,"rua tenente coronel libram cabrita, BOQUEIRÃO, Curitiba",-25.5191326,-49.23575990000001
4179,"rua doutor alcides vieira arcoverde, GUABIROTUBA, Curitiba",-25.4622573,-49.24397080000001
4180,"rua ernani santiago de oliveira, JARDIM BOTÂNICO, Curitiba",-25.4165107,-49.26842509999999
4181,"rua roberto b de almeida, ALTO BOQUEIRÃO, Curitiba",-25.5288474,-49.25458829999999
4182,"rua professor rodolfo belz, BOA VISTA, Curitiba",-25.373704,-49.2391681
4183,"rua adília alves betenheuser, ALTO BOQUEIRÃO, Curitiba",-25.5253256,-49.2517134
4184,"rua pedro de siqueira côrtes, ABRANCHES, Curitiba",-25.3645011,-49.27508839999999
4185,"rua antônio strapasson, BUTIATUVINHA, Curitiba",-25.4036049,-49.35212929999999
4186,"rua sao jeronimo da serra, SANTA CÂNDIDA, Curitiba",-25.3690299,-49.2442876
4187,"rua angelico tosin, TATUQUARA, Curitiba",-25.595999,-49.347247
4188,"rua silas rasera, CAMPO COMPRIDO, Curitiba",-25.4673268,-49.3223089
4189,"rua coronel dulcídio, BIGORRILHO, Curitiba",-25.4368577,-49.2855649
4190,"rua andré ferreira barbosa, PINHEIRINHO, Curitiba",-25.5139715,-49.2942466
4191,"rua est. das olarias, BOA VISTA, Curitiba",-25.3745669,-49.2126533
4192,"rua leoncio correia, SEMINÁRIO, Curitiba",-25.4514638,-49.2941252
4193,"rua aurora tedesco dos santos, CIDADE INDUSTRIAL, Curitiba",-25.5396673,-49.3369462
4194,"rua parintins, VILA IZABEL, Curitiba",-25.458817,-49.2948951
4195,"rua felipe morlotti, SANTA CÂNDIDA, Curitiba",-25.3677109,-49.2089204
4196,"rua humberto bertoldi, TATUQUARA, Curitiba",-25.5851417,-49.3386024
4197,"rua luiz leão, CENTRO, Curitiba",-25.4250267,-49.2660873
4198,"rua rio juruá, ATUBA, Curitiba",-25.3930194,-49.2044662
4199,"rua gastão de abreu pires, CIDADE INDUSTRIAL, Curitiba",-25.4544125,-49.3549666
4200,"rua joao fain, BOQUEIRÃO, Curitiba",-25.4996557,-49.2229289
4201,"rua josé rebelato, XAXIM, Curitiba",-25.4939254,-49.2707698
4202,"rua heinrich lowen, XAXIM, Curitiba",-25.5080001,-49.2563074
4203,"rua joaquim bertoldi (campo de santana), CAMPO DE SANTANA, Curitiba",-25.5896946,-49.3363685
4204,"rua leôncio correia, ÁGUA VERDE, Curitiba",-25.4514638,-49.2941252
4205,"rua r. professor algacyr munhoz mader, CIDADE INDUSTRIAL, Curitiba",-25.4951532,-49.3251372
4206,"rua linha verde, FANNY, Curitiba",-25.4813871,-49.2638798
4207,"rua francisco nunes, PRADO VELHO, Curitiba",-25.4523739,-49.2551712
4208,"rua tanimastsu hamasak, CAJURU, Curitiba",-25.4541704,-49.2141019
4209,"rua floriano essenfelder, ALTO DA GLÓRIA, Curitiba",-25.4224008,-49.25827959999999
4210,"rua vicente negrello, UMBARÁ, Curitiba",-25.5580062,-49.2868241
4211,"rua claudio da rocha, TATUQUARA, Curitiba",-25.4108765,-49.227496
4212,"rua cidade de saudades, SÍTIO CERCADO, Curitiba",-25.5356425,-49.2612853
4213,"rua jose de oliveira franco, BAIRRO ALTO, Curitiba",-25.4130432,-49.2060711
4214,"rua luiz fidelix, SANTA FELICIDADE, Curitiba",-25.374569,-49.3102505
4215,"rua manife tacla, PILARZINHO, Curitiba",-25.3901614,-49.2797557
4216,"rua herbert munhoz van erven, ABRANCHES, Curitiba",-25.3758589,-49.2725544
4217,"rua manuel eurico de miranda, CIDADE INDUSTRIAL, Curitiba",-25.5014005,-49.3432356
4218,"rua pastor antonio cardona aguiar, NOVO MUNDO, Curitiba",-25.4888078,-49.2833485
4219,"rua frei teófilo, CAPÃO RASO, Curitiba",-25.5024408,-49.3019212
4220,"rua campina da lagoa, ALTO BOQUEIRÃO, Curitiba",-25.5322246,-49.2545085
4221,"rua republíca, GUAÍRA, Curitiba",-25.4726695,-49.2743034
4222,"rua br 116, CAJURU, Curitiba",-25.4480321,-49.2350992
4223,"rua coronel amazonas marcondes, CABRAL, Curitiba",-25.3996711,-49.252789
4224,"rua tarquinio santos, CAJURU, Curitiba",-25.4427172,-49.22137679999999
4225,"rua arthur otto suckow, PRADO VELHO, Curitiba",-25.4464615,-49.2486421
4226,"rua josé saraiva ferreira, CAPÃO DA IMBUIA, Curitiba",-25.4411558,-49.2026642
4227,"rua doutor josé giostri sobrinho, CAJURU, Curitiba",-25.4732666,-49.1950744
4228,"rua radialista dr. wilson brustolin, CAMPO DE SANTANA, Curitiba",-25.5862702,-49.3388977
4229,"rua irlan cazet, ALTO BOQUEIRÃO, Curitiba",-25.5317642,-49.2421568
4230,"rua manoel da nóbrega, SÍTIO CERCADO, Curitiba",-25.5556404,-49.2658389
4231,"rua josefina vargas 45, SÍTIO CERCADO, Curitiba",-25.4408551,-49.2605527
4232,"rua roberto ozorio de almeida, CIDADE INDUSTRIAL, Curitiba",-25.5550366,-49.3186915
4233,"rua helena massignan, CIDADE INDUSTRIAL, Curitiba",-25.5018866,-49.3437381
4234,"rua doutor ary florencio guimaraes, VILA IZABEL, Curitiba",-25.4541957,-49.291846
4235,"rua rosa carvalho chaves, FANNY, Curitiba",-25.488419,-49.2781019
4236,"rua gen haroldo bezerril, SÃO BRAZ, Curitiba",-25.4808762,-49.3044253
4237,"rua josé zaranella, BOA VISTA, Curitiba",-25.4130432,-49.2060711
4238,"rua maria medeiros damas, UBERABA, Curitiba",-25.4833228,-49.20279799999999
4239,"rua eça de queiroz, CABRAL, Curitiba",-25.4024729,-49.2575729
4240,"rua capitão carlos henrique castor, PILARZINHO, Curitiba",-25.396921,-49.2771912
4241,"rua joao crysostomo da rosa, CAJURU, Curitiba",-25.4481055,-49.2244116
4242,"rua francisco castellano, UBERABA, Curitiba",-25.4695279,-49.22536119999999
4243,"rua canal belém, JARDIM DAS AMÉRICAS, Curitiba",-25.4854914,-49.2346413
4244,"rua hermenegildo luca, BUTIATUVINHA, Curitiba",-25.4004817,-49.35749449999999
4245,"rua atílio leal, AHÚ, Curitiba",-25.3994848,-49.2585152
4246,"rua ary caramão arruda, CIDADE INDUSTRIAL, Curitiba",-25.4968392,-49.3445872
4247,"rua victorio viezzer, VISTA ALEGRE, Curitiba",-25.4144109,-49.2945802
4248,"rua dalva terezinha pires, CIDADE INDUSTRIAL, Curitiba",-25.5115172,-49.33594600000001
4249,"rua joão natal slompo, SANTA FELICIDADE, Curitiba",-25.403322,-49.3240747
4250,"rua dos uirapurus, BOA VISTA, Curitiba",-25.3886823,-49.2334685
4251,"rua benjamin cavet, SÃO BRAZ, Curitiba",-25.4236758,-49.3472594
4252,"rua cidade de fênix, ATUBA, Curitiba",-25.3843441,-49.1973181
4253,"rua engenheiro arthur bettes, PORTÃO, Curitiba",-25.4691681,-49.29159629999999
4254,"rua reinhard maack, HAUER, Curitiba",-25.4901117,-49.2607004
4255,"rua bandeirantes, SÍTIO CERCADO, Curitiba",-25.5404744,-49.287481
4256,"rua curiuva, BARREIRINHA, Curitiba",-25.3682562,-49.25213249999999
4257,"rua luiz leduc, VISTA ALEGRE, Curitiba",-25.4034647,-49.2977505
4258,"rua doutor roberto barrozo, BOM RETIRO, Curitiba",-25.4166296,-49.2785602
4259,"rua arapongas, SÍTIO CERCADO, Curitiba",-25.5416088,-49.28663659999999
4260,"rua ireno marchesini, BOQUEIRÃO, Curitiba",-25.5078496,-49.2173108
4261,"rua flamboyant, CACHOEIRA, Curitiba",-25.3582478,-49.2597448
4262,"rua sete de setembro, ALTO DA RUA XV, Curitiba",-25.4312692,-49.24989799999999
4263,"rua joao clemente tesseroli, JARDIM DAS AMÉRICAS, Curitiba",-25.4577537,-49.234913
4264,"rua gregório thomaz, CAPÃO RASO, Curitiba",-25.4994083,-49.308625
4265,"rua jose arcione roberto batista, UMBARÁ, Curitiba",-25.4872997,-49.1986645
4266,"rua izabel raksa voluz, PINHEIRINHO, Curitiba",-25.5302229,-49.2827225
4267,"rua roberto ozório de almeida, TATUQUARA, Curitiba",-25.5550366,-49.3186915
4268,"rua claudio manoel da costa, BOM RETIRO, Curitiba",-25.4020892,-49.2797474
4269,"rua r. nicolau jose gravina, SANTA FELICIDADE, Curitiba",-25.4104815,-49.32288630000001
4270,"rua rubens fabri, CIDADE INDUSTRIAL, Curitiba",-25.5454174,-49.3386229
4271,"rua brasilio de lara, TARUMÃ, Curitiba",-25.4303425,-49.20424449999999
4272,"rua ir maria lucia roland, HAUER, Curitiba",-25.4826096,-49.2406225
4273,"rua cinco de setembro, CACHOEIRA, Curitiba",-25.3575889,-49.2636731
4274,"rua maria julia correa da silva, SÃO BRAZ, Curitiba",-25.4168877,-49.3403401
4275,"rua kalil karan filho, TATUQUARA, Curitiba",-25.5644112,-49.3317854
4276,"rua jose manuel seiller souza, ABRANCHES, Curitiba",-25.3568257,-49.2762239
4277,"rua david bodziak, SÍTIO CERCADO, Curitiba",-25.3531761,-49.2561964
4278,"rua benedito carollo, CIDADE INDUSTRIAL, Curitiba",-25.4412872,-49.3702351
4279,"rua claudio rocha, TATUQUARA, Curitiba",-25.4108765,-49.227496
4280,"rua josé gianinni pancetti, GUABIROTUBA, Curitiba",-25.4699013,-49.24596220000001
4281,"rua doutor ovande do amaral, JARDIM DAS AMÉRICAS, Curitiba",-25.4553439,-49.2387357
4282,"rua joão maranho, SÍTIO CERCADO, Curitiba",-25.5494461,-49.2722099
4283,"rua rotildo polido, CAJURU, Curitiba",-25.465955,-49.1934936
4284,"rua edmundo alberto mercer, TINGUI, Curitiba",-25.382901,-49.2247164
4285,"rua brasilio ovideo da costa, SANTA QUITÉRIA, Curitiba",-25.4630007,-49.3071395
4286,"rua lenira maria dos santos reis, CIDADE INDUSTRIAL, Curitiba",-25.4815991,-49.3378215
4287,"rua major alberto pereira jorge, SEMINÁRIO, Curitiba",-25.4468086,-49.3069537
4288,"rua paulo de deus bessa, SANTO INÁCIO, Curitiba",-25.4255101,-49.343497
4289,"rua pedro collere, VILA IZABEL, Curitiba",-25.4587002,-49.29864689999999
4290,"rua morretes, PORTÃO, Curitiba",-25.4712405,-49.2881787
4291,"rua sem nome, NOVO MUNDO, Curitiba",-25.4890253,-49.2941253
4292,"rua joão budel, BUTIATUVINHA, Curitiba",-25.389011,-49.3572141
4293,"rua reverendo mariano rodrigues de castro, CAJURU, Curitiba",-25.4750195,-49.20129720000001
4294,"rua martin wendrychowski, CAPÃO RASO, Curitiba",-25.5042175,-49.2880824
4295,"rua evaristo da veiga, ALTO BOQUEIRÃO, Curitiba",-25.4888948,-49.25085989999999
4296,"rua monteiro tourinho, ATUBA, Curitiba",-25.3875749,-49.21409999999999
4297,"rua ivo leão, JUVEVÊ, Curitiba",-25.418679,-49.26379679999999
4298,"rua são miguel do oeste, CIDADE INDUSTRIAL, Curitiba",-25.4734555,-49.3426767
4299,"rua yedo de faria pinto, CAJURU, Curitiba",-25.4779586,-49.19408079999999
4301,"rua avelina sanson cooper, BARREIRINHA, Curitiba",-25.3738298,-49.2653883
4302,"rua nossa senhora da luz, CRISTO REI, Curitiba",-25.416363,-49.241876
4303,"rua ignez de lourdes gomes de macedo, SÍTIO CERCADO, Curitiba",-25.5380792,-49.2556737
4304,"rua julião guião queirolo - russo, NOVO MUNDO, Curitiba",-25.4865132,-49.3066152
4305,"rua dulce totti marques, ALTO BOQUEIRÃO, Curitiba",-25.5356916,-49.2409439
4306,"rua dos tucanos, NOVO MUNDO, Curitiba",-25.4935053,-49.2853838
4307,"rua alfredo vendramin, TATUQUARA, Curitiba",-25.5579782,-49.3336294
4308,"rua engenheiro joão bley filho, PINHEIRINHO, Curitiba",-25.5214739,-49.287671
4309,"rua afranio peixoto, CIDADE INDUSTRIAL, Curitiba",-25.4917107,-49.3271468
